Symbol,Company_Name,Country,Sector,Industry,F1,F2,F3,F4
619560,"Chubu Electric Power Company,Incorporated",Japan,Utilities,Electric Utilities,"7,758.8",2.2,3.8,34.0
619640,"Chugai Pharmaceutical Co., Ltd.",Japan,Health Care,Pharmaceuticals,"46,459.3",0.2,2.1,46.3
628784,"Chunghwa Telecom Co., Ltd",Taiwan,Communication Services,Diversified Telecommunication Services,"32,444.8",0.4,3.7,6.1
219584,"Church & Dwight Co., Inc.",United States,Consumer Staples,Household Products,"21,895.5",0.1,1.2,14.1
BNT8LB,CIFI Ever Sunshine Services Group Limited,China,Real Estate,Real Estate Management & Development,"2,076.9",0.3,1.4,62.3
B8Z00N,CIFI Holdings (Group) Co. Ltd.,China,Real Estate,Real Estate Management & Development,"4,010.9",1.7,5.4,14.1
BHJ077,Cigna Corporation,United States,Health Care,Health Care Providers & Services,"81,720.1",0.5,1.7,26.1
607574,CIMB Group Holdings Bhd,Malaysia,Financials,Banks,"11,984.2",1.2,4.5,-20.6
219688,Cincinnati Financial Corporation,United States,Financials,Insurance,"20,024.5",0.6,2.2,65.9
219713,Cintas Corporation,United States,Industrials,Commercial Services & Supplies,"36,658.9",0.1,1.1,12.7
B01110,Cipla Ltd,India,Health Care,Pharmaceuticals,"9,736.6",0.3,0.5,22.4
219816,"Cisco Systems, Inc.",United States,Information Technology,Communications Equipment,"200,895.6",0.2,3.1,-1.7
619615,CITIC Limited,Hong Kong,Industrials,Industrial Conglomerates,"30,989.9",3.1,7.3,13.5
B6SPB4,CITIC Securities Co. Ltd. Class H,China,Financials,Capital Markets,"40,228.3",0.8,3.9,26.8
229790,Citigroup Inc.,United States,Financials,Banks,"95,775.5",1.8,4.1,11.5
BQRX1X,"Citizens Financial Group, Inc.",United States,Financials,Banks,"18,826.9",1.0,4.1,11.6
218255,"Citrix Systems, Inc.",United States,Information Technology,Software,"12,617.5",0.1,1.5,-21.4
TS133917,City Developments (Det),@NA,Real Estate,Real Estate Management & Development,#N/A,#N/A,#N/A,#N/A
619792,City Developments Limited,Singapore,Real Estate,Real Estate Management & Development,"5,280.6",1.1,1.1,-46.1
B2492F,CJ CheilJedang Corporation,South Korea,Consumer Staples,Food Products,"4,849.8",1.0,0.0,83.5
618951,CJ Corporation,South Korea,Industrials,Industrial Conglomerates,"2,181.4",1.9,2.8,-31.6
619975,"CJ ENM Co., Ltd.",South Korea,Communication Services,Entertainment,"1,802.0",1.7,2.0,-40.3
649711,CJ Logistics Corp,South Korea,Industrials,Road & Rail,"2,240.5",1.1,0.0,20.4
BYZQ07,CK Asset Holdings Limited,Hong Kong,Real Estate,Real Estate Management & Development,"24,677.3",1.9,4.1,-21.7
BW9P81,CK Hutchison Holdings Ltd,Hong Kong,Industrials,Industrial Conglomerates,"27,069.7",2.4,4.8,-6.7
BYVS6J,CK Infrastructure Holdings Limited,Hong Kong,Utilities,Electric Utilities,"17,434.1",0.8,4.6,-13.1
711399,Clariant AG,Switzerland,Materials,Chemicals,"6,077.2",0.4,0.0,60.8
BJJN44,Clarivate PLC,United Kingdom,Industrials,Professional Services,"9,637.6",1.0,0.0,#N/A
610557,Clicks Group Limited,South Africa,Consumer Staples,Food & Staples Retailing,"4,623.6",0.1,1.8,5.3
220402,Clorox Company,United States,Consumer Staples,Household Products,"17,948.8",0.0,3.2,-21.9
BJXC5M,Cloudflare Inc Class A,United States,Information Technology,IT Services,"17,416.5",0.0,0.0,#N/A
609701,CLP Holdings Limited,Hong Kong,Utilities,Electric Utilities,"24,805.6",0.6,4.0,6.4
296583,CME Group Inc. Class A,United States,Financials,Capital Markets,"67,743.7",0.4,2.1,8.7
221922,CMS Energy Corporation,United States,Utilities,Multi-Utilities,"19,989.9",0.3,2.7,27.2
554398,CNP Assurances SA,France,Financials,Insurance,"15,210.8",1.5,4.8,4.0
B4Z9XF,Coal India Ltd.,India,Energy,Oil Gas & Consumable Fuels,"14,362.1",0.3,9.4,-9.2
220665,Coca-Cola Company,United States,Consumer Staples,Beverages,"265,303.7",0.1,2.9,7.8
BYQQ3P,Coca-Cola Europacific Partners plc,United Kingdom,Consumer Staples,Beverages,"23,628.4",0.3,4.3,-7.7
BHHP0S,Coca-Cola Femsa SAB de CV Units Cons of 5 Shs -L- + 3 Shs Series -B-,Mexico,Consumer Staples,Beverages,"2,896.2",2.0,5.0,-3.3
B9895B,Coca-Cola HBC AG,Switzerland,Consumer Staples,Beverages,"7,716.7",0.5,3.2,7.4
621179,Cochlear Limited,Australia,Health Care,Health Care Equipment & Supplies,"9,939.6",0.1,1.2,-4.6
220828,Cognex Corporation,United States,Information Technology,Electronic Equipment Instruments & Components,"8,263.0",0.2,0.5,15.6
225701,Cognizant Technology Solutions Corporation Class A,United States,Information Technology,IT Services,"36,602.0",0.3,1.5,2.2
BMC9P6,"Coinbase Global, Inc. Class A",United States,Financials,Capital Markets,"13,993.7",0.4,0.0,#N/A
BYWR0T,Coles Group Ltd.,Australia,Consumer Staples,Food & Staples Retailing,"16,792.4",0.1,3.3,-12.7
613969,Colgate-Palmolive (India) Limited,India,Consumer Staples,Personal Products,"5,474.5",0.0,2.5,11.4
220910,Colgate-Palmolive Company,United States,Consumer Staples,Household Products,"63,440.6",0.0,2.5,0.9
B8FMRX,Coloplast A/S Class B,Denmark,Health Care,Health Care Equipment & Supplies,"25,746.6",0.0,2.2,9.6
204454,Comcast Corporation Class A,United States,Communication Services,Media,"188,743.0",0.5,2.6,4.6
615044,Commercial Bank (Q.S.C.),Qatar,Financials,Banks,"7,635.0",0.6,2.3,13.4
624389,Commercial International Bank (Egypt) SAE,Egypt,Financials,Banks,"4,567.1",0.8,3.3,11.8
B90LKT,Commerzbank AG,Germany,Financials,Banks,"9,575.0",3.6,0.0,-7.0
621503,Commonwealth Bank of Australia,Australia,Financials,Banks,"124,916.3",0.4,3.6,6.5
738048,Compagnie de Saint-Gobain SA,France,Industrials,Building Products,"29,093.8",0.8,3.0,72.4
BCRWZ1,Compagnie Financiere Richemont SA,Switzerland,Consumer Discretionary,Textiles Apparel & Luxury Goods,"62,366.2",0.3,1.9,-22.2
458836,Compagnie Generale des Etablissements Michelin SCA,France,Consumer Discretionary,Auto Components,"21,807.5",0.8,3.9,-2.3
622574,"Compal Electronics, Inc.",Taiwan,Information Technology,Technology Hardware Storage & Peripherals,"3,390.4",1.2,8.7,23.3
B1YCHL,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,Brazil,Utilities,Water Utilities,"6,172.2",0.9,0.0,-22.5
B1YBRG,Companhia Energetica de Minas Gerais SA Pfd,Brazil,Utilities,Electric Utilities,"5,377.2",0.7,0.0,0.4
B019KX,Companhia Siderurgica Nacional,Brazil,Materials,Metals & Mining,"4,956.1",0.9,12.1,68.7
219618,Compania Cervecerias Unidas S.A.,Chile,Consumer Staples,Beverages,"2,453.7",0.7,15.1,-3.3
B128FN,Company for Cooperative Insurance,Saudi Arabia,Financials,Insurance,"2,009.4",0.4,1.3,#N/A
BD6K45,Compass Group PLC,United Kingdom,Consumer Discretionary,Hotels Restaurants & Leisure,"37,621.5",0.2,1.4,-28.5
618041,Computershare Limited,Australia,Information Technology,IT Services,"10,065.4",0.2,2.3,-25.8
221546,"Conagra Brands, Inc.",United States,Consumer Staples,Food Products,"15,514.4",0.5,3.9,22.6
BD97JW,"Concordia Financial Group, Ltd.",Japan,Financials,Banks,"4,130.3",2.5,4.4,-16.0
268571,ConocoPhillips,United States,Energy,Oil Gas & Consumable Fuels,"135,139.6",0.4,1.8,16.2
221685,"Consolidated Edison, Inc.",United States,Utilities,Multi-Utilities,"33,736.0",0.6,3.3,-5.5
217047,"Constellation Brands, Inc. Class A",United States,Consumer Staples,Beverages,"45,572.9",0.2,1.3,#N/A
BMH4FS,Constellation Energy Corporation,United States,Utilities,Electric Utilities,"18,711.3",0.6,1.0,#N/A
B15C4L,Constellation Software Inc.,Canada,Information Technology,Software,"32,050.4",0.0,0.3,-2.7
BG0ZVG,Container Corporation of India Limited,India,Industrials,Road & Rail,"4,750.2",0.3,1.3,-31.7
459858,Continental AG,Germany,Consumer Discretionary,Auto Components,"13,932.0",1.1,3.4,-22.8
222263,"Cooper Companies, Inc.",United States,Health Care,Health Care Equipment & Supplies,"16,454.9",0.4,0.0,95.9
220807,"Copart, Inc.",United States,Industrials,Commercial Services & Supplies,"25,305.3",0.2,0.0,25.3
222470,Corning Inc,United States,Information Technology,Electronic Equipment Instruments & Components,"28,767.5",0.4,3.2,-4.4
BK73B4,Corteva Inc,United States,Materials,Chemicals,"41,316.0",0.6,1.0,#N/A
B0P72G,Cosan S.A.,Brazil,Energy,Oil Gas & Consumable Fuels,"6,948.5",0.4,4.4,0.2
B0B8Z1,"COSCO SHIPPING Holdings Co., Ltd. Class H",China,Industrials,Marine,"31,461.9",0.7,8.0,289.4
635425,COSCO SHIPPING Ports Limited,Hong Kong,Industrials,Transportation Infrastructure,"2,454.5",2.4,5.8,3.6
B036QP,COSMOS Pharmaceutical Corporation,Japan,Consumer Staples,Food & Staples Retailing,"3,519.8",0.5,0.7,13.4
226286,"CoStar Group, Inc.",United States,Industrials,Professional Services,"21,946.9",0.3,0.0,-7.6
270127,Costco Wholesale Corporation,United States,Consumer Staples,Food & Staples Retailing,"190,320.5",0.1,0.8,16.4
216234,Coterra Energy Inc.,United States,Energy,Oil Gas & Consumable Fuels,"24,730.2",0.5,2.0,-12.8
B1VKYN,Country Garden Holdings Co. Ltd.,China,Real Estate,Real Estate Management & Development,"14,571.8",2.2,7.4,-6.2
BDQZP4,Country Garden Services Holdings Co. Ltd.,China,Real Estate,Real Estate Management & Development,"13,322.1",0.4,1.1,54.6
BD87XR,"Coupa Software, Inc.",United States,Information Technology,Software,"4,885.4",0.2,0.0,#N/A
BYTBWY,Covestro AG,Germany,Materials,Chemicals,"8,103.8",1.2,8.5,33.9
774563,Covivio SA,France,Real Estate,Equity Real Estate Investment Trusts (REITs),"6,560.2",1.6,5.6,-7.6
617340,"COWAY Co., Ltd.",South Korea,Consumer Discretionary,Household Durables,"4,054.4",0.4,1.7,8.7
B08YDG,CP All Public Co. Ltd.,Thailand,Consumer Staples,Food & Staples Retailing,"16,637.8",0.2,0.9,-22.5
223287,Credicorp Ltd.,Peru,Financials,Banks,"10,505.4",0.6,0.9,-22.3
726261,Credit Agricole SA,France,Financials,Banks,"33,234.8",2.2,10.0,2.7
717158,Credit Suisse Group AG,Switzerland,Financials,Capital Markets,"17,798.0",2.7,1.5,#N/A
BJFFLV,Croda International Plc,United Kingdom,Materials,Chemicals,"11,414.9",0.2,1.5,5.2
BJJP13,"CrowdStrike Holdings, Inc. Class A",United States,Information Technology,Software,"31,961.4",0.0,0.0,#N/A
BTGQCX,Crown Castle International Corp,United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"75,979.7",0.1,3.4,25.7
242798,"Crown Holdings, Inc.",United States,Materials,Containers & Packaging,"12,428.2",0.1,0.9,#N/A
B29LCJ,Crown Resorts Limited,Australia,Consumer Discretionary,Hotels Restaurants & Leisure,"6,122.4",0.5,0.0,#N/A
B2R2ZC,CRRC Corporation Limited Class H,China,Industrials,Machinery,"19,497.9",1.2,7.1,-3.2
618549,CSL Limited,Australia,Health Care,Biotechnology,"93,084.2",0.2,1.1,11.1
619199,CSPC Pharmaceutical Group Limited,Hong Kong,Health Care,Pharmaceuticals,"11,663.2",0.3,2.3,27.0
216075,CSX Corporation,United States,Industrials,Road & Rail,"70,272.1",0.2,1.2,6.4
652766,CTBC Financial Holding Company Ltd.,Taiwan,Financials,Banks,"17,620.7",0.8,4.8,19.1
224020,Cummins Inc.,United States,Industrials,Machinery,"28,806.5",0.3,2.8,-3.5
257760,CVS Health Corporation,United States,Health Care,Health Care Providers & Services,"123,289.3",0.6,2.3,#N/A
622050,"CyberAgent, Inc.",Japan,Communication Services,Media,"5,307.3",0.2,1.0,272.4
BQT3XY,CyberArk Software Ltd.,Israel,Information Technology,Software,"5,028.3",0.1,0.0,#N/A
B2QRCM,Cyfrowy Polsat SA,Poland,Communication Services,Media,"3,158.9",1.3,5.3,61.6
225068,"D.R. Horton, Inc.",United States,Consumer Discretionary,Household Durables,"23,131.9",0.7,1.4,56.6
629735,Dabur India Limited,India,Consumer Staples,Personal Products,"11,194.3",0.1,1.0,6.3
BMH5F3,Dada Nexus Ltd. Sponsored ADR,China,Consumer Discretionary,Internet & Direct Marketing Retail,"1,537.8",0.4,0.0,#N/A
625090,"Dai Nippon Printing Co., Ltd.",Japan,Industrials,Commercial Services & Supplies,"7,141.9",1.3,2.2,2.6
B601QS,"Dai-ichi Life Holdings,Inc.",Japan,Financials,Insurance,"20,133.9",1.8,3.4,56.6
625002,"Daifuku Co., Ltd.",Japan,Industrials,Machinery,"8,229.0",0.3,1.3,-3.7
B0J7D9,"Daiichi Sankyo Company, Limited",Japan,Health Care,Pharmaceuticals,"50,083.8",0.2,0.8,-14.3
625072,"DAIKIN INDUSTRIES, LTD.",Japan,Industrials,Building Products,"45,970.5",0.3,1.0,1.3
BP6VLQ,Daimler Truck Holding AG,Germany,Industrials,Machinery,"24,714.7",0.7,0.0,9.2
625050,"Daito Trust Construction Co., Ltd.",Japan,Real Estate,Real Estate Management & Development,"5,961.7",0.5,4.6,-6.4
625136,"Daiwa House Industry Co., Ltd.",Japan,Real Estate,Real Estate Management & Development,"16,766.4",1.0,4.0,-6.9
B0Z6WY,Daiwa House REIT Investment Corporation,Japan,Real Estate,Equity Real Estate Investment Trusts (REITs),"5,763.8",0.8,3.6,7.5
625144,Daiwa Securities Group Inc.,Japan,Financials,Capital Markets,"8,115.7",1.4,5.4,33.2
BYQ979,"Dali Foods Group Co., Ltd.",China,Consumer Staples,Food Products,"6,718.3",0.4,4.1,1.6
225087,Danaher Corporation,United States,Health Care,Life Sciences Tools & Services,"177,115.9",0.2,0.4,46.0
B1Y9TB,Danone SA,France,Consumer Staples,Food Products,"38,722.5",0.5,3.5,-4.8
458882,Danske Bank A/S,Denmark,Financials,Banks,"13,014.9",2.0,7.0,-5.0
B953PM,Daqo New Energy Corp Sponsored ADR,China,Information Technology,Semiconductors & Semiconductor Equipment,"3,310.3",0.8,0.0,362.3
B2NC4X,Dar Al Arkan Real Estate Development Co.,Saudi Arabia,Real Estate,Real Estate Management & Development,"2,971.3",1.7,0.0,-48.8
228987,"Darden Restaurants, Inc.",United States,Consumer Discretionary,Hotels Restaurants & Leisure,"14,903.3",0.1,3.7,13.6
BMT9L1,Dassault Aviation SA,France,Industrials,Aerospace & Defense,"13,685.7",0.4,1.6,-9.1
BM8H5Y,Dassault Systemes SA,France,Information Technology,Software,"53,332.1",0.1,0.5,11.2
BKT9Y4,Datadog Inc Class A,United States,Information Technology,Software,"27,744.1",0.0,0.0,#N/A
BMQ5W1,Davide Campari-Milano N.V.,Italy,Consumer Staples,Beverages,"18,128.7",0.1,0.6,-2.6
289808,DaVita Inc.,United States,Health Care,Health Care Providers & Services,"8,945.4",0.1,0.0,105.5
615593,DB INSURANCE CO. LTD,South Korea,Financials,Insurance,"3,485.1",1.6,5.5,25.8
617520,DBS Group Holdings Ltd,Singapore,Financials,Banks,"57,950.8",0.7,4.4,2.9
024249,DCC Plc,Ireland,Industrials,Industrial Conglomerates,"6,981.6",0.5,2.9,5.0
226120,Deere & Company,United States,Industrials,Machinery,"113,102.2",0.2,1.1,23.6
BZCNB4,Delivery Hero SE,Germany,Consumer Discretionary,Internet & Direct Marketing Retail,"7,858.3",0.8,0.0,#N/A
BHKD3S,Dell Technologies Inc Class C,United States,Information Technology,Technology Hardware Storage & Peripherals,"32,932.9",0.0,3.0,#N/A
B1W9D4,"Delta Air Lines, Inc.",United States,Industrials,Airlines,"25,200.7",0.1,0.0,-49.0
641892,Delta Electronics (Thailand) Public Co. Ltd.,Thailand,Information Technology,Electronic Equipment Instruments & Components,"12,020.8",0.1,0.5,30.3
626073,"Delta Electronics, Inc.",Taiwan,Information Technology,Electronic Equipment Instruments & Components,"19,372.0",0.3,2.4,15.2
BZ01RF,Demant A/S,Denmark,Health Care,Health Care Equipment & Supplies,"9,305.4",0.1,0.0,11.7
664038,DENSO CORPORATION,Japan,Consumer Discretionary,Auto Components,"45,435.4",0.8,2.4,7.7
BYNPPC,"DENTSPLY SIRONA, Inc.",United States,Health Care,Health Care Equipment & Supplies,"8,105.3",0.6,1.3,#N/A
641628,Dentsu Group Inc.,Japan,Communication Services,Media,"9,791.4",0.7,2.9,6.9
575035,Deutsche Bank Aktiengesellschaft,Germany,Financials,Capital Markets,"20,774.3",3.2,2.1,97.7
702196,Deutsche Boerse AG,Germany,Financials,Capital Markets,"32,021.1",0.3,1.9,13.7
528748,Deutsche Lufthansa AG,Germany,Industrials,Airlines,"8,612.3",0.7,0.0,#N/A
461785,Deutsche Post AG,Germany,Industrials,Air Freight & Logistics,"49,177.6",0.5,4.7,41.4
584235,Deutsche Telekom AG,Germany,Communication Services,Diversified Telecommunication Services,"95,469.8",0.6,3.5,37.2
248067,Devon Energy Corporation,United States,Energy,Oil Gas & Consumable Fuels,"46,147.2",0.2,5.1,-4.5
B0796X,"DexCom, Inc.",United States,Health Care,Health Care Equipment & Supplies,"30,270.9",0.1,0.0,#N/A
B033YN,Dexus,Australia,Real Estate,Equity Real Estate Investment Trusts (REITs),"8,078.5",1.2,4.7,-11.0
023740,Diageo plc,United Kingdom,Consumer Staples,Beverages,"102,177.1",0.1,2.0,-5.8
B00MRS,Dialog Group Bhd.,Malaysia,Energy,Energy Equipment & Services,"3,012.0",0.4,1.4,0.5
B7Y8YR,"Diamondback Energy, Inc.",United States,Energy,Oil Gas & Consumable Fuels,"22,783.0",0.5,2.2,33.6
B234WN,DiaSorin S.p.A.,Italy,Health Care,Health Care Equipment & Supplies,"6,997.0",0.2,0.9,30.0
BMBR6F,DiDi Global Inc. Sponsored ADR Class A,China,Industrials,Road & Rail,"7,268.8",2.4,0.0,#N/A
608624,DiGi.Com Bhd,Malaysia,Communication Services,Wireless Telecommunication Services,"6,018.8",0.0,4.2,-10.9
B03GQS,"Digital Realty Trust, Inc.",United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"35,666.6",0.5,3.9,45.6
BD0YVN,Dino Polska SA,Poland,Consumer Staples,Food & Staples Retailing,"6,576.5",0.1,0.0,39.9
627094,Disco Corporation,Japan,Information Technology,Semiconductors & Semiconductor Equipment,"9,406.8",0.3,2.4,37.2
B1YLC4,Discover Financial Services,United States,Financials,Consumer Finance,"29,529.4",0.4,2.3,32.7
617787,Discovery Limited,South Africa,Financials,Insurance,"5,907.7",0.6,0.0,-21.9
230358,DISH Network Corporation Class A,United States,Communication Services,Media,"11,071.6",1.4,0.0,18.4
660251,Divi's Laboratories Limited,India,Health Care,Life Sciences Tools & Services,"14,345.7",0.1,0.5,22.5
B1YLCV,DLF Limited,India,Real Estate,Real Estate Management & Development,"10,211.0",0.5,0.9,-2.4
BNG711,DNB Bank ASA,Norway,Financials,Banks,"29,180.0",0.9,5.3,-1.1
BFYT7B,"DocuSign, Inc.",United States,Information Technology,Software,"14,545.0",0.0,0.0,#N/A
B5B1S1,Dollar General Corporation,United States,Consumer Discretionary,Multiline Retail,"46,274.0",0.1,1.1,26.3
227247,"Dollar Tree, Inc.",United States,Consumer Discretionary,Multiline Retail,"30,119.8",0.2,0.0,#N/A
B4TP9G,Dollarama Inc.,Canada,Consumer Discretionary,Multiline Retail,"15,059.3",0.0,0.3,8.6
254204,Dominion Energy Inc,United States,Utilities,Multi-Utilities,"67,037.3",0.4,3.2,33.7
B07SFG,Domino's Pizza Enterprises Limited,Australia,Consumer Discretionary,Hotels Restaurants & Leisure,"4,247.3",0.1,3.1,19.2
B01SD7,"Domino's Pizza, Inc.",United States,Consumer Discretionary,Hotels Restaurants & Leisure,"11,824.5",-0.3,1.3,17.4
B0PH5N,"Dongfeng Motor Group Co., Ltd. Class H",China,Consumer Discretionary,Automobiles,"6,280.2",3.6,6.0,-0.5
B29MXW,Dongyue Group Limited,China,Materials,Chemicals,"2,857.5",0.7,3.5,-11.5
BN13P0,"DoorDash, Inc. Class A",United States,Consumer Discretionary,Internet & Direct Marketing Retail,"22,350.0",0.2,0.0,#N/A
BYX9GP,Doosan Bobcat Inc.,South Korea,Industrials,Machinery,"2,879.3",1.2,3.2,14.5
629467,"DOOSAN ENERBILITY CO., LTD.",South Korea,Industrials,Electrical Equipment,"9,794.2",0.5,0.0,#N/A
227840,Dover Corporation,United States,Industrials,Machinery,"18,653.3",0.2,1.5,24.7
BHXCF8,"Dow, Inc.",United States,Materials,Chemicals,"50,173.5",0.4,4.1,#N/A
641095,Dr. Reddy's Laboratories Ltd.,India,Health Care,Pharmaceuticals,"8,409.8",0.3,0.6,2.9
BLGM73,Dr. Sulaiman Al-Habib Medical Services Group Co.,Saudi Arabia,Health Care,Health Care Providers & Services,"20,247.4",0.1,1.6,23.3
BLDDH1,"DraftKings, Inc. Class A",United States,Consumer Discretionary,Hotels Restaurants & Leisure,"11,508.6",0.1,0.0,#N/A
BG0T32,"Dropbox, Inc. Class A",United States,Information Technology,Software,"7,440.6",-0.1,0.0,#N/A
B1WT5G,DSV A/S,Denmark,Industrials,Air Freight & Logistics,"36,621.3",0.3,0.5,40.1
228022,DTE Energy Company,United States,Utilities,Multi-Utilities,"24,858.7",0.4,2.8,-7.4
628345,Dubai Islamic Bank PJSC,United Arab Emirates,Financials,Banks,"11,630.8",0.7,4.1,-18.2
B7VD3F,Duke Energy Corporation,United States,Utilities,Electric Utilities,"83,842.0",0.6,3.6,-6.4
228408,Duke Realty Corporation,United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"20,092.4",0.3,2.2,39.7
BK0VN4,"DuPont de Nemours, Inc.",United States,Materials,Chemicals,"32,688.1",0.8,2.1,-10.9
BJV2RD,"Dynatrace, Inc.",United States,Information Technology,Software,"9,463.9",0.1,0.0,100.3
674428,E Ink Holdings Inc.,Taiwan,Information Technology,Electronic Equipment Instruments & Components,"7,681.2",0.2,1.7,26.6
B682TF,E-MART Inc.,South Korea,Consumer Staples,Food & Staples Retailing,"2,519.7",3.2,1.7,55.0
494290,E.ON SE,Germany,Utilities,Multi-Utilities,"27,847.2",0.6,4.9,34.2
643391,"E.SUN Financial Holding Co., Ltd.",Taiwan,Financials,Banks,"12,898.1",0.5,2.3,6.3
629854,East Japan Railway Company,Japan,Industrials,Road & Rail,"19,659.8",1.0,1.5,#N/A
629817,Eastern Company,Egypt,Consumer Staples,Tobacco,"1,345.7",0.5,14.7,7.2
229838,Eastman Chemical Company,United States,Materials,Chemicals,"13,432.1",0.4,2.9,-12.9
B8KQN8,Eaton Corp. Plc,Ireland,Industrials,Electrical Equipment,"54,471.5",0.3,2.4,-1.6
229381,eBay Inc.,United States,Consumer Discretionary,Internet & Direct Marketing Retail,"25,159.3",0.3,2.0,#N/A
634578,"Eclat Textile Co., Ltd.",Taiwan,Consumer Discretionary,Textiles Apparel & Luxury Goods,"4,262.9",0.2,2.4,11.6
230422,Ecolab Inc.,United States,Materials,Chemicals,"44,622.2",0.2,1.3,-8.7
B2473N,Ecopetrol SA,Colombia,Energy,Oil Gas & Consumable Fuels,"29,324.2",0.6,8.4,-21.1
BJ321P,"Ecopro BM Co., Ltd.",South Korea,Industrials,Electrical Equipment,"8,997.0",0.1,0.2,35.1
B62G1B,Edenred SA,France,Information Technology,IT Services,"11,901.5",-0.1,2.0,1.6
282951,Edison International,United States,Utilities,Electric Utilities,"25,094.4",0.5,4.3,#N/A
B39GNW,EDP Renovaveis SA,Spain,Utilities,Independent Power and Renewable Electricity Producers,"21,869.4",0.5,0.4,12.7
410359,EDP-Energias de Portugal SA,Portugal,Utilities,Electric Utilities,"19,607.3",0.5,4.2,8.3
256711,Edwards Lifesciences Corporation,United States,Health Care,Health Care Equipment & Supplies,"58,077.8",0.1,0.0,28.0
BMW4CV,Eicher Motors Limited,India,Consumer Discretionary,Automobiles,"9,319.1",0.2,0.8,-16.8
B13X01,Eiffage SA,France,Industrials,Construction & Engineering,"9,387.7",0.7,3.4,-0.8
630720,"Eisai Co., Ltd.",Japan,Health Care,Pharmaceuticals,"12,733.8",0.5,2.9,-4.3
BF5L3T,"Elanco Animal Health, Inc.",United States,Health Care,Pharmaceuticals,"11,070.1",0.7,0.0,#N/A
630891,Elbit Systems Ltd,Israel,Industrials,Aerospace & Defense,"9,255.2",0.3,0.9,15.1
B0NJJ1,Electricite de France SA,France,Utilities,Electric Utilities,"32,829.2",1.7,6.9,43.2
630463,"Electricity Generating Public Co., Ltd.",Thailand,Utilities,Independent Power and Renewable Electricity Producers,"2,673.8",1.3,3.7,-14.0
BP8161,Electrolux AB Class B,Sweden,Consumer Discretionary,Household Durables,"4,276.1",0.4,6.1,28.3
231019,Electronic Arts Inc.,United States,Communication Services,Entertainment,"36,269.2",0.2,0.6,-34.3
251615,Eli Lilly and Company,United States,Health Care,Pharmaceuticals,"280,477.6",0.0,1.3,26.1
B09M9F,Elia Group SA/NV,Belgium,Utilities,Electric Utilities,"11,135.3",0.4,0.8,-3.7
570151,Elisa Oyj Class A,Finland,Communication Services,Diversified Telecommunication Services,"9,402.2",0.2,3.8,6.6
B01RM2,Emaar Properties (P.J.S.C),United Arab Emirates,Real Estate,Real Estate Management & Development,"13,116.8",1.3,2.5,-20.8
B19NK9,"Emaar, The Economic City",Saudi Arabia,Real Estate,Real Estate Management & Development,"3,196.6",0.7,0.0,#N/A
BMDTR7,Embracer Group AB Class B,Sweden,Communication Services,Entertainment,"8,933.4",0.5,0.0,-3.0
B2PXYH,"eMemory Technology, Inc.",Taiwan,Information Technology,Semiconductors & Semiconductor Equipment,"3,554.7",0.0,0.6,33.8
265005,Emera Incorporated,Canada,Utilities,Electric Utilities,"12,893.4",0.5,4.2,-11.7
231340,Emerson Electric Co.,United States,Industrials,Electrical Equipment,"51,972.3",0.2,2.5,7.9
B28PFX,Emirates NBD Bank (P.J.S.C),United Arab Emirates,Financials,Banks,"22,958.2",0.9,3.8,-19.7
632217,Emirates Telecommunications Group Company PJSC,United Arab Emirates,Communication Services,Diversified Telecommunication Services,"75,293.5",0.2,2.5,2.2
231400,Empire Co. Ltd. Class A,Canada,Consumer Staples,Food & Staples Retailing,"8,314.1",0.4,1.5,32.1
219601,Empresas CMPC S.A.,Chile,Materials,Paper & Forest Products,"3,735.3",2.1,0.0,19.4
219602,Empresas Copec S.A.,Chile,Energy,Oil Gas & Consumable Fuels,"9,172.8",1.2,9.9,17.7
763561,EMS-CHEMIE HOLDING AG,Switzerland,Materials,Chemicals,"18,896.5",0.1,2.6,2.9
738307,Enagas SA,Spain,Utilities,Gas Utilities,"5,939.9",0.6,6.5,-6.3
246614,Enbridge Inc.,Canada,Energy,Oil Gas & Consumable Fuels,"90,145.8",0.5,6.0,17.2
BNVS14,Endeavour Group Ltd,Australia,Consumer Staples,Food & Staples Retailing,"9,776.3",0.3,1.6,-2.5
527178,Endesa S.A.,Spain,Utilities,Electric Utilities,"23,163.3",0.3,5.8,17.0
229945,Enel Americas S.A.,Chile,Utilities,Electric Utilities,"12,085.6",1.2,0.0,-33.6
BYMLZD,Enel Chile SA,Chile,Utilities,Electric Utilities,"1,841.3",2.2,1.6,-42.9
714456,Enel SpA,Italy,Utilities,Electric Utilities,"63,907.0",0.5,6.4,-7.2
B627LW,"ENEOS Holdings, Inc.",Japan,Energy,Oil Gas & Consumable Fuels,"12,959.7",1.8,4.3,2.8
B9L4K7,Energy Absolute Public Co. Ltd.,Thailand,Utilities,Independent Power and Renewable Electricity Producers,"9,175.2",0.1,0.3,7.2
BD1WX8,ENGIE Brasil Energia S.A.,Brazil,Utilities,Independent Power and Renewable Electricity Producers,"7,077.0",0.2,0.0,-19.3
