Symbol,05/20/2022,05/13/2022,05/06/2022,04/29/2022
B2Q5H5,2.8391957,1.6700506,-4.7140303,-5.0907555
629181,3.6367178,-1.0255516,0.4674077,-2.516204
B02ZKQ,3.6367178,10.885418,-9.627533,0.77302456
B297KM,-0.70762634,-1.2569964,1.2233257,13.130164
697245,3.7145495,9.165918,-12.083906,2.5253773
B41XC9,1.6910195,-0.9959042,-7.8291416,4.1229367
653551,10.0034,2.4237275,-3.395027,-1.8192172
619376,5.196929,-1.1721134,-3.161192,-1.1305332
BMXWXT,3.4222364,4.2265296,-3.976518,4.9411774
671156,9.421909,3.9973378,-9.801322,2.3151517
BMDMJ8,6.2998176,7.2511315,1.0001421,-0.010192394
B09N7M,4.9173355,0.20194054,-3.4046113,2.005732
601369,4.878688,-3.220284,-8.846015,1.1312366
B0BM5T,3.9982677,-5.0720034,-1.4184058,6.7953944
619095,0.53277016,-7.256019,-1.5226066,-4.7043443
B3ZXLP,5.3902984,-3.9336562,-9.194022,-1.979357
626404,3.2720685,-1.3104796,-7.217556,-4.7415676
BFZ2PK,5.746484,1.1337876,-4.392308,1.0885954
697177,1.5731573,3.2059193,-2.902311,1.8414617
BN320P,2.3917913,-0.002551079,-5.0870657,-1.0716617
BC9S4J,11.546576,-0.48719645,-4.2241216,3.0197978
BMC5RM,-2.272731,6.7961216,-0.96153617,29.729725
B0X7DZ,-1.8334508,-2.6762068,-6.9441676,-1.7044246
596230,-2.9110193,-2.0781338,-8.625192,1.6769767
BJ9K2H,1.9594312,-1.2755454,-14.529353,3.6377072
B4R39F,7.19682,0.31744242,-5.9172573,1.6741633
B573M1,-3.948009,-1.6858995,1.4021039,
B3BQMF,-1.2297809,-1.2526333,1.3126731,0.16981363
619560,-2.114725,0.7961273,2.305603,-1.7966509
619640,-0.4854977,-5.8379593,-1.0509491,-7.5818834
628784,0.93814135,-2.4102747,-4.1085424,-1.1220872
219584,-9.577179,2.8021455,-1.8757641,-5.088049
BNT8LB,10.6713295,-6.5289316,-14.595497,3.9186716
B8Z00N,14.168989,-6.6089926,-13.09526,1.5811563
BHJ077,0.1157403,-2.8887212,8.153009,-3.2462955
607574,-0.19258857,-2.189207,-1.9102275,-0.07817745
219688,-3.3668697,-0.18187165,3.0979872,-10.244399
219713,-3.2848358,-1.8284082,-3.35297,-2.6299596
B01110,4.7724366,-0.9214699,-5.3528366,1.5937924
219816,-13.35755,0.46625137,0.71457624,-4.633957
619615,5.1918387,0.9924531,-1.6369462,-5.230075
B6SPB4,1.4006257,-1.6094327,-7.1614447,2.2196174
229790,4.4290543,-7.710189,7.0732236,-4.899472
BQRX1X,-0.5007863,-5.173707,2.5380611,-5.8317366
218255,0.12102127,-1.8316805,0.8991003,-1.3793111
TS133917,#N/A,#N/A,#N/A,#N/A
619792,1.1083484,0.71371794,-2.3300111,0.026929379
B2492F,-0.23832917,4.5425415,-5.035293,-4.80572
618951,-0.29972196,-2.6283205,-2.9040635,-2.9001117
619975,4.057169,-14.6791935,-5.6402264,-0.40239096
649711,-3.7590086,7.7443957,-3.3218145,-2.9161751
BYZQ07,1.6075492,-0.37497878,0.51504374,-1.3039529
BW9P81,3.590548,-0.81997514,-0.31811595,-3.3373415
BYVS6J,-1.2329042,4.5470953,-0.23561716,-2.13961
711399,7.3025227,-0.26947856,0.42749643,5.06804
BJJN44,0.9059191,-2.0477772,-6.568879,-0.6966412
610557,1.0807395,5.630672,-12.413901,-3.2018363
220402,-12.623197,2.8192759,7.2976947,-3.9960146
BJXC5M,-16.104244,1.1735916,-23.833292,-9.535813
609701,3.0413747,0.12902021,-0.69978833,-0.53029656
296583,-3.9930046,-4.8818707,-4.0895405,-1.6059577
221922,-0.8927226,2.5092244,-0.69879293,-4.278147
554398,1.670146,-1.7811537,0.4136443,-1.7380655
B4Z9XF,10.057068,-10.602558,1.7236829,-9.461427
220665,-7.2124186,1.5137553,0.20120144,-0.9808421
BYQQ3P,0.88038445,8.478748,-2.4824858,-2.726382
BHHP0S,2.6009917,1.702249,-0.48428774,1.6856074
B9895B,-2.4874747,12.895548,-6.990397,-1.4563441
621179,2.2805452,-4.8181477,-5.3958654,-2.6543021
220828,-4.751897,-8.023554,-19.651037,-2.2405386
225701,-3.1071126,-2.8336883,-6.6501913,-2.717656
BMC9P6,-2.5342584,-34.57682,-7.958478,-14.30201
BYWR0T,-0.8564234,-4.343611,-0.2306819,-2.7298152
613969,-1.1136234,0.6493449,-3.754133,3.333342
220910,-4.170924,2.0301938,-0.27256012,-4.993832
B8FMRX,-6.3718023,-5.9246244,-8.38685,
204454,1.2777209,3.699994,0.60362816,-12.384314
615044,-4.583335,-6.3597383,2.520001,
624389,0.30095577,-5.2065077,7.1858525,
B90LKT,14.340663,3.1618834,-2.269429,-9.555226
621503,3.9995074,-2.789545,-1.4940798,-3.4386456
738048,-1.6266584,-1.5609741,-4.6689453,-0.6153047
BCRWZ1,-11.477226,-0.20728111,-10.496092,-2.8743923
458836,1.9951105,0.90287924,-1.3256252,-1.891315
622574,-0.7842481,0.8788109,0.8646846,-3.1390011
B1YCHL,6.3017726,1.9183993,-3.0103385,-6.0652437
B1YBRG,12.23439,3.0879498,-7.662952,-3.8876116
B019KX,15.924335,-10.907602,-4.0094256,-8.243238
219618,3.2800794,-0.5066514,-2.05006,-0.63964725
B128FN,-8.638805,-4.352927,0.86643696,
BD6K45,-3.6254346,8.404816,-4.6188593,-2.2673726
618041,4.3486714,-4.8008385,-4.2521772,-1.9374728
221546,-11.6188345,0.8429289,1.8894911,-2.429396
BD97JW,-2.5229812,-6.4628544,3.4477592,-4.179454
268571,2.4973154,-4.4386625,12.740791,-0.51037073
221685,1.2578487,1.5109539,1.3370752,-3.8864136
217047,-5.793023,0.5859256,0.88585615,-1.9405544
BMH4FS,3.735578,-9.157127,1.7902374,-5.1577806
B15C4L,3.8775325,-3.234601,-2.845323,-2.0411193
BG0ZVG,-5.553502,-5.5354714,-2.1109164,-1.6524315
459858,2.093339,6.291628,-3.4811854,-1.470542
222263,4.094076,-2.8914154,-6.5062103,-7.641143
220807,0.13397932,2.134645,-3.5459757,-2.1523893
222470,-6.7810893,-3.5811186,4.745674,4.1124225
BK73B4,6.778431,-0.23322701,-3.3801317,0.01733303
B0P72G,2.3961663,3.6388993,-12.939608,-9.208083
B0B8Z1,7.573223,-1.6180158,-0.68825483,-1.4340997
635425,5.564785,-0.736475,-3.0700028,-0.18779635
B036QP,-0.79116225,-2.1106303,-2.0252168,0.039553642
226286,-1.7700613,-1.5564263,-7.0889654,3.9542437
270127,-16.256762,-1.209867,-5.3336325,-6.8357587
216234,3.0557394,-6.666666,13.0600815,-0.5870104
B1VKYN,13.143051,-9.055817,-11.193043,1.851809
BDQZP4,9.628773,-1.5786886,-15.696531,5.7704687
BD87XR,-5.6732774,-3.7753165,-11.911941,-3.5538673
BYTBWY,2.7029634,1.1076331,-6.655365,-2.7333856
774563,5.494678,-3.495139,-2.7089477,-3.7749112
617340,2.4163604,-0.6092489,-2.2903562,0.6498575
B08YDG,3.9175153,-3.937149,-0.26208758,-1.8556893
223287,4.667425,-0.6625533,-4.3703613,-5.6004944
726261,2.6394248,1.3827443,-3.6560953,-3.1797528
717158,3.9110065,-2.29792,-2.478695,-4.8045754
BJFFLV,-0.03274083,-3.4582555,-10.557758,-0.27065873
BJJP13,-4.830754,-5.1695943,-17.080902,-3.3362508
BTGQCX,3.2353044,-3.3461094,-1.4092088,-4.5997677
242798,-2.4889052,-1.5355408,-4.125774,-7.8083096
B29LCJ,3.138709,-3.8901508,-0.6900847,-1.5959203
B2R2ZC,3.1440377,-0.002551079,-1.7521858,2.0801902
618549,-0.13269782,1.6942501,-1.9497514,-1.171273
619199,1.5611768,0.90533495,-4.859078,-1.5896082
216075,-7.448399,-3.881538,1.2812972,-0.5214393
652766,-0.8310437,-8.265096,-4.941082,-1.4187515
224020,-1.1734307,-0.29744506,6.62297,-5.025095
257760,-2.6159227,-3.188002,4.743576,-5.4583015
622050,-0.46555996,-2.70617,4.3096185,-3.0653596
BQT3XY,-0.6738126,5.6892037,-19.574905,-2.0140886
B2QRCM,0.9243727,-6.321603,-3.472793,-8.834809
225068,0.32103062,-2.1279633,0.94122887,-2.4667144
629735,0.45279264,-2.6403964,-8.853984,-0.43447018
BMH5F3,2.748084,-5.6195974,-9.043253,2.1419048
625090,4.512584,1.8830657,2.7956367,-0.77860355
B601QS,-1.9379079,-3.663212,3.3223033,-4.7264576
625002,15.519535,-8.207994,0.5925894,-4.5547843
B0J7D9,1.3378382,-2.539152,5.1800966,8.792853
625072,-2.639538,4.62867,-1.1361003,-4.2860746
BP6VLQ,3.8894176,3.6659956,0.95911026,-0.926131
625050,-1.9865274,-2.1556973,-6.8345904,-1.3157785
625136,5.19675,-0.8773744,0.11615753,-0.61831474
B0Z6WY,0.58341026,0.006186962,1.7435551,-1.946348
625144,1.2102485,-2.3934305,0.34140348,-5.1526666
BYQ979,-0.33513904,-0.002551079,-1.5383422,-0.5051911
225087,1.0473967,-0.020062923,-0.75259805,-5.076349
B1Y9TB,-0.77786446,1.7379165,-2.3626924,2.1932125
458882,-4.626507,-0.5640447,-10.152507,
B953PM,15.306115,-2.0233214,1.0584474,0.7025242
B2NC4X,-2.0899057,-2.5929928,-2.7082205,
228987,-9.229332,-1.5603364,-1.2373745,-1.7307043
BMT9L1,0.8553505,-3.8196623,-0.433892,-0.7341504
BM8H5Y,1.9327998,-5.237901,-6.8522034,3.6537528
BKT9Y4,-12.924856,-1.0363638,-8.925319,2.010131
BMQ5W1,-4.634839,2.5582314,-9.049141,-0.29461384
289808,-5.617195,-2.826339,-4.992157,-2.728659
615593,-0.93239546,-3.4366906,-2.929008,-5.007428
617520,0.88790655,-5.204916,-2.7102053,0.032782555
24249,#N/A,#N/A,#N/A,#N/A
226120,-14.557255,-2.8532803,-0.023835897,-6.4474583
BZCNB4,3.6508918,-4.1734877,-12.370366,1.5954018
BHKD3S,-11.177647,-1.0750353,-3.0418992,0.29870272
B1W9D4,0.8087635,-6.512189,-4.717636,-1.510644
641892,4.6239734,-5.6218386,-6.3068094,-5.067569
626073,3.034711,-5.9736967,-7.0527496,0.86921453
BZ01RF,-6.9108963,-5.1404476,2.2991061,
664038,2.1662116,-3.9691567,-1.716578,2.9440403
BYNPPC,-1.2555599,-5.8142424,1.5003681,-2.3443222
641628,-3.5263956,-3.2817245,2.923417,-4.975814
575035,3.9093018,-1.4437377,-2.9235363,-14.512795
702196,3.2881618,-0.83732605,-2.6400566,-0.11405349
528748,0.8663416,-1.9374847,-3.0763686,-3.0192971
461785,-2.3507595,2.7039528,-4.438448,-4.0206966
584235,1.5618443,4.0091157,-1.2126088,0.4760146
248067,1.775837,-1.4205873,19.804037,0.17219782
B0796X,-4.0359616,-4.873687,-13.874876,-7.2778883
B033YN,1.2162924,-4.6416464,-2.575308,0.37258863
23740,#N/A,#N/A,#N/A,#N/A
B00MRS,4.5618057,-5.171919,-3.963983,-5.9229555
B7Y8YR,-2.360785,-4.512697,13.229811,-2.9746354
B234WN,1.6155839,-3.042984,-3.2122195,-3.1429827
BMBR6F,0.6711364,-14.367819,-7.446808,9.302319
608624,-2.0723343,-0.91813207,-7.9405365,-1.4287591
B03GQS,-0.068598986,-7.0102034,-3.4492135,-2.4305582
BD0YVN,2.7787566,7.343924,-4.1035056,-11.533117
627094,4.6717525,2.7099729,-1.0971367,-3.003937
B1YLC4,-1.029551,-5.5040064,-1.2893438,0.0800848
617787,1.143837,-4.1273413,-6.685525,-8.681315
230358,-0.3835082,-6.1206045,-22.062439,-6.921315
660251,0.40701628,2.3461938,-8.340872,0.39246082
B1YLCV,3.9175034,-3.7476122,-12.221498,-1.9188821
BNG711,1.5725255,-2.719909,-1.5290558,-6.13721
BFYT7B,-3.056711,6.1686993,-7.9382715,-6.1739864
B5B1S1,-19.252783,-0.5266309,-1.6713679,-4.533577
227247,-19.77415,-3.0354679,1.1942148,-3.0091405
B4TP9G,-3.5122097,0.728333,-1.9761145,-3.4368277
254204,-1.2797534,-0.48797727,2.9152393,-3.8284838
B07SFG,6.674683,-0.50261617,-12.039095,-8.832752
B01SD7,0.2199769,-0.24869442,1.1213064,-10.777921
B0PH5N,1.08248,1.2541413,-3.511089,1.7532945
B29MXW,9.874714,-2.4068534,-3.2196224,9.744919
BN13P0,-10.147869,2.2188306,-11.4454155,-8.505619
BYX9GP,-4.0772257,-3.4966052,-0.6035209,-3.0869126
629467,6.1614156,-6.595689,-0.11843443,-3.9032698
227840,-1.5433311,-0.13532043,-0.21756291,-6.7832174
BHXCF8,0.81409216,-0.5446851,2.1503806,-2.9197097
641095,8.09127,-0.83085895,-5.5653152,-1.3032496
BLGM73,11.165071,-1.9902289,0.29021502,
BLDDH1,11.260902,-4.106462,-3.874272,-2.494651
BG0T32,-2.8887808,-1.7502308,-2.8046012,-0.86600184
B1WT5G,-6.3662767,-4.834664,0.5390167,
228022,-0.8396864,0.10025501,-1.037854,-4.2175293
628345,0,-7.1317854,0,2.5437236
B7VD3F,0.48490763,-0.929749,1.0530114,-3.605175
228408,-5.0540805,8.319939,-9.114159,-8.567137
BK0VN4,-0.452137,-1.956588,-0.7735491,-2.021104
BJV2RD,7.2901964,-0.70145726,-7.0907235,-3.859651
674428,19.271124,-2.4627388,-1.5534341,-4.318982
B682TF,-3.2996356,-4.417205,-5.4278793,-5.284083
494290,3.1231165,5.4928184,-2.32929,-4.1721764
643391,-1.3447523,-7.7999535,-6.711274,1.8118858
629854,1.0168552,-3.1734824,2.132666,-3.3355713
629817,1.9804239,0.6855607,-1.7037034,
229838,-1.057744,-2.6820242,3.1362653,-3.523773
B8KQN8,-5.0873876,-3.4964979,1.5652895,-0.69842935
229381,-5.0160766,-4.425323,-5.9899807,-2.3509502
634578,-8.597649,5.7537794,-1.8177152,-3.8032532
230422,-1.5433073,-1.9430935,-2.4447858,-3.3447504
B2473N,-5.879116,-7.0829926,0.7013321,-8.140617
BJ321P,11.155642,-9.558564,3.2618642,-0.77522993
B62G1B,2.2737503,-4.0658116,-3.9423943,-3.1257749
282951,0.5957842,-6.8847837,2.195084,-3.9514124
B39GNW,8.596861,-5.220908,-6.3732386,-1.4033079
410359,8.63018,-4.0259004,0.79181194,-1.7367005
256711,-3.3111274,-2.954632,-4.972589,-10.643691
BMW4CV,11.0035305,2.4997354,-10.797489,0.005888939
B13X01,0.608027,-0.24384856,-0.9146452,-2.118075
630720,-1.5710473,-0.16604066,0.34360886,-1.7555475
BF5L3T,8.980692,-6.389242,-6.0055256,0.11866093
630891,2.7833104,-2.5465727,-4.747182,-1.3626695
B0NJJ1,4.0889144,2.246964,-5.9205294,-2.4567783
630463,4.469645,3.235376,-1.7596543,-2.9238582
BP8161,-5.8232784,2.3783445,-0.9152174,-5.508012
231019,4.658234,8.370197,-2.3379922,-7.838231
251615,2.4757385,-1.4449239,1.6328335,4.80752
B09M9F,6.17429,-2.506262,-1.4679253,0.35021305
570151,1.2715459,-2.3966014,-2.3811042,0.64623356
B01RM2,4.2402864,-10.443044,-0.9404361,3.322792
B19NK9,-0.566566,-2.9248834,-2.3277104,
BMDTR7,13.3809805,0.4883647,5.109906,-2.5886178
B2PXYH,6.4902663,12.00192,-7.266039,2.4442434
265005,5.0810933,-1.2612522,-0.6252527,-2.411592
231340,-0.047802925,-4.334736,-2.406299,-3.6538422
B28PFX,-2.9304028,-9.30233,-1.311475,0.3289461
632217,-1.5238106,-8.109683,-2.057147,-1.1299491
231400,-0.91658235,-1.4157891,-1.642102,-0.06891489
219601,9.404648,-4.9834013,3.9767265,-7.5271487
219602,8.378994,-0.677222,-2.9246151,-5.325097
763561,0.42477846,-3.6453545,-5.949193,0.16695261
738307,5.046773,-1.6390026,1.0978341,-1.6671002
246614,2.0121455,-2.326727,3.5133243,-2.2770166
BNVS14,1.9607902,-3.1857133,-2.248317,-1.2943387
527178,5.95572,-1.1073887,-1.4353931,-1.2592971
229945,1.1143446,2.4573445,2.1552324,-6.260949
BYMLZD,-4.3256464,1.78684,1.7382503,-8.711969
714456,4.7551274,-2.9418707,-3.0704677,1.2404203
B627LW,4.7414303,6.1551332,3.9693952,-1.7309427
B9L4K7,6.8036437,-5.6218386,-3.9247751,-4.1329565
BD1WX8,7.79562,2.5338411,-2.6022375,-8.286625
B0C2CQ,13.035679,0.17652512,-1.3127685,-1.3353944
714505,3.4346104,-1.5212417,1.9208312,-3.4671187
633393,5.5905223,1.8895507,-0.23527145,1.5236855
B65SQW,6.6290736,-4.882759,2.7819157,5.057597
B5VQMV,4.895556,-1.5376508,-11.169767,-0.8346081
259970,-2.8560936,-5.058229,3.3845067,-1.1360586
231708,-0.16215444,-1.7607093,1.2031913,-3.6403418
231802,-1.7943323,-6.005144,13.240838,0.5511522
B44Z3T,0.35709143,-7.9971194,30.948341,-4.2527914
BMD58R,3.321731,-2.8756201,-9.205496,-4.0308895
BJ7W9K,0.12259483,6.458175,-12.388813,-17.694109
B128R9,3.004396,-0.59141517,-5.9988556,-2.39864
231914,-1.8063486,-3.369087,0.7763386,-0.03929138
BVLZX1,-0.744164,-7.518506,-0.7843375,-3.5322785
713360,1.8947005,-4.166174,3.776157,-5.8221636
BKRMR9,0,-5.214727,1.7689943,-5.815095
256312,-0.67697763,-1.1607349,-5.240679,-4.674971
231915,-1.2540042,-1.9746363,-6.171775,-10.586947
B03MS9,-7.541686,-4.220396,-2.4466574,-4.675615
231171,-0.92131495,-3.0555844,6.1766863,-7.630247
528983,7.2199345,-4.1197004,-3.4029305,-9.171331
BHNCRK,0.23636818,-3.9773405,-0.25517344,-3.0463219
BLCF3J,1.6538024,2.2600293,-0.3351152,-7.730365
231661,-4.7961354,-5.471712,-4.810643,-6.33232
721247,-0.46394467,-5.233538,-5.041295,-4.088187
BF1K7P,-2.9594123,3.159976,-4.117131,-3.689289
232052,-1.3228476,0.03745556,-8.997953,0.00756979
580622,-5.070013,-5.1542163,-1.3194621,-1.1921525
B12LR5,-5.4318132,-8.44419,4.7103763,
BWTN5N,-14.921814,6.5987587,-7.3076544,-5.3043423
704239,-0.48981905,1.4146805,-1.6588151,-8.091391
BYZ43T,5.929303,-3.7070274,-7.8900576,-9.102559
BNDPYV,3.1656742,-2.1993995,-4.40886,-2.6023388
BNBNSG,9.2137575,-1.1073112,-4.579192,-5.8807793
255686,-3.3747554,-2.5407255,4.5902967,-4.007965
632450,-5.4221334,-7.230735,5.466223,-2.426982
BFMXGR,0.5805373,-0.7195294,0.368464,-4.8787355
BVVN4Q,1.8664718,-1.1725724,3.4324884,-5.000001
BJXSCH,-1.1166453,-3.5017014,-1.4321983,8.890653
B3X0F9,10.290766,-12.3824005,-5.9921207,-4.8722086
B5ZQ9D,0.85623264,-0.17678142,0.6785512,-2.2146404
271995,1.6829133,-4.927272,-0.09082556,-9.278184
267051,0.89879036,0.015938282,0.59854984,-3.8437903
BYSLCX,3.4677267,0.52444935,-4.037559,-4.7217727
B748CK,-5.456066,-0.41562915,-24.274677,-3.7985086
232550,-5.511242,3.2762527,9.064304,-0.36206245
B19NLV,-3.3940315,0.8008361,-6.7577896,-0.78166723
B02HWR,-4.2355833,-1.4862895,-4.389471,-10.613471
641880,2.457738,1.4089346,-7.441342,1.7844439
232661,3.3761024,-2.1267354,7.554257,0.14096498
BP2NF5,10.909963,-5.3965387,-7.6150236,-0.63284636
242759,-7.290745,-1.1319578,1.8457651,-16.48708
232977,-1.9472301,-1.6817868,-6.275243,-5.556732
233029,9.374058,3.3267498,-6.3237906,-2.375847
256635,0.9596586,-0.8953512,-4.9853683,2.1640897
277167,0.8727789,-0.937593,-3.2565415,-0.43560863
635693,4.578924,1.719451,-2.0980954,-5.8675585
B63DLB,8.800578,-1.9163787,-2.2295713,-6.4328966
633147,1.6678214,2.1945477,-0.20168424,-1.7257988
642185,1.5111923,2.5514603,-4.2953014,5.770147
633243,2.5238156,-3.3790588,2.4049878,-8.487314
233226,-2.353382,-0.8841276,-3.8871825,-2.3353755
B0LC9F,7.0531607,-3.904903,-13.479787,-6.320882
440044,7.0308685,7.73654,-4.6816587,-10.078078
BJGWQG,-9.005314,5.8946967,-4.867065,
214278,-4.9174128,0.5137682,5.771363,-3.1528711
633605,0.82000494,-7.5728297,-2.2530317,-2.5261998
BJVNSS,-3.5827816,4.6772957,-9.45282,-5.94877
BD6G50,-2.5030196,-2.4077594,-7.045656,0.85885525
B03851,-0.8100033,-0.016856194,-3.4357011,-1.617223
B671GT,-8.186072,0.78794956,3.595984,-5.745566
BNBRDD,-1.9588649,0.24545193,2.3104072,-2.4736762
276979,3.2953382,-1.801157,-0.8875489,-0.82024336
233674,-0.9174347,-4.105562,-0.053292513,-2.341926
BNGN9Z,3.25557,-1.5823305,-7.0227504,-5.87641
662447,2.6666641,-12.556052,-0.62389374,-2.3498654
235558,-1.5944242,-0.8594215,1.9112229,1.6163111
658011,2.8890014,-5.0776186,-4.09081,-1.2773693
234760,12.886631,-2.1671772,-11.020165,2.4889827
B4WHY1,2.460754,-2.4083972,-2.8883517,-4.8198104
210092,-0.32933354,-0.39831996,-0.55415034,-5.868286
660699,1.7464519,-0.03274083,-4.2651534,-2.8128505
BJMKSJ,-1.934731,0.9265423,-2.5562704,-4.5734406
234203,-0.6030977,0.4806161,-2.2569418,0.5751848
634025,1.0437131,-6.751913,1.2593627,-5.6306305
BKKDH3,1.3274431,-18.342192,-11.643195,-2.77524
BYQ977,11.09376,4.4457316,-1.1023462,13.5884285
B4R28B,-1.0745287,4.1603446,-10.123444,-1.0783374
232860,2.2779822,-1.8739522,-10.215777,-0.06786585
224205,0.94901323,7.129264,-7.5264635,-1.4184356
261546,-7.4074087,-4.9964848,0.35310984,-5.7501674
B03MSR,-5.6455193,-7.5996637,-1.9073069,-1.5227079
634871,3.788364,-2.9568076,-1.5673697,-2.2133172
671871,4.865122,-1.2068808,-1.131016,-1.1762381
634854,2.4943829,-3.2737494,-0.6973803,-2.1361232
608625,5.6787252,-9.40364,-3.7663221,-0.16114712
B5B210,1.3248086,5.698836,-7.833642,-5.0215244
234720,3.8477302,-0.44581294,-0.086414814,-2.9840946
BYT3MK,-0.39316416,-3.7512302,5.7043433,-0.5190313
557955,5.904746,8.635033,-3.0263782,-4.7044873
B3MC7D,-4.134965,-1.7769039,-0.47718883,1.0208488
B1Z7FX,6.035614,-1.0607243,-9.39467,2.6988983
BJJMGL,-1.0059178,-2.3121357,-3.4598231,-6.2025604
680177,-6.3412666,-3.7338853,1.8272638,-3.3652842
B29NF3,2.7078986,-10.092801,-0.90650916,-4.223621
235068,2.829814,0.3198743,1.7080069,-6.820762
655594,-5.9206247,-0.23200512,-4.2758408,3.8610458
235211,3.6244273,-7.4973583,-6.5844593,-3.2450497
512907,1.4647961,-3.2398522,-1.1338651,-5.866492
435209,-0.9894788,-1.8099487,1.2079477,-3.4963727
641167,-2.1586597,-11.333996,-4.8349857,-2.7062595
BNHRG8,-2.0213008,-2.1274805,-1.9836009,-6.5107403
635636,4.092467,-1.9701481,1.8655896,-2.4552763
635652,-0.95375776,-2.729553,3.3110738,-4.294622
635694,2.9866219,-6.1553297,10.710812,-3.597343
BGK4T3,10.161293,3.7483335,-6.595814,2.2698164
BWGCFG,4.732144,7.946372,-3.572458,5.1505685
613340,5.5147767,-8.295661,0.018823147,-2.961868
646587,0.49990416,-3.5987496,-5.5264053,3.1569004
B1FW75,4.8541546,-4.459029,-4.5128765,0.5393386
BZ9NS1,12.849962,3.5356402,-10.062718,6.7300677
B3Z5T1,-0.7004738,-4.4044137,-3.3807158,-0.68778396
237276,-2.1446526,1.0719538,-12.989158,-0.9477377
455710,3.644681,-0.69907904,-4.4594584,-1.8395185
B1WGG9,-0.36242604,1.0419011,-9.3708935,-0.96500516
774246,2.250731,-0.9311795,-3.0387938,-5.1815867
653182,7.229829,9.997201,-6.795764,7.230437
B6197Q,-2.4945974,-6.2890472,10.169565,-7.8157783
236516,-5.660379,-5.5467486,1.2979388,-0.9464383
BL59CR,0.26648045,-4.0649357,4.93629,-16.30178
236702,-8.331049,2.3809433,0.94726086,-2.4413764
B665KZ,-7.354087,-3.461349,4.4051766,-4.8443794
459573,-9.46272,-11.543518,-3.3931077,
BD9Q2J,12.672007,6.3209653,-18.016165,3.3985496
B1VXJL,7.1080685,-3.2175183,-0.5927503,0.21110773
B1VXKN,2.5828004,-4.830563,0.60231686,2.0213246
BDRTVP,2.9394627,-3.260249,-0.82555413,-0.7929623
236748,-4.629773,3.0506968,0.5690098,-2.6863158
295666,-1.5124798,-1.3281703,-3.5353005,1.8087387
264551,7.455337,-2.1239758,-1.2592912,-5.1668406
769835,-0.8758366,-2.2357762,1.3651729,-17.730736
B292JQ,6.3182473,-1.0151446,-0.658077,-1.5340388
BW4NKK,2.6720166,3.4820557,-4.5806766,-2.3721576
BKDT64,4.717386,-5.627078,-2.2150278,-2.580583
637216,2.9007792,-4.334891,-2.895224,-5.498296
225464,-0.9415448,0.00885725,-9.21191,-3.7875772
236917,2.3568988,1.9450784,3.1007767,-4.674697
598061,-1.0646224,-0.97257495,-8.510876,0.19907951
B4PH0C,0.48706532,-1.5826106,-4.1695952,-10.4177
B4T3BW,9.977698,-6.394595,-3.5319805,2.0930529
271201,-0.08183122,0.99173784,-11.665935,1.8893123
BWX43R,5.7397485,-5.9802713,-5.511451,-5.5015683
BS7JP3,3.787434,-0.08332133,5.795479,-10.858786
BK6YKG,-2.7240634,-3.8488448,1.9881725,-5.200076
628486,15.676535,-10.658974,7.9414725,-6.387538
B8RBZV,1.1813521,-0.838089,-1.3038397,-1.3853967
B06CMQ,3.666556,-0.48601627,-7.4138284,3.2682776
450109,-2.7821183,-14.356363,-4.1151524,
BWFRFC,-1.0419548,-6.4951954,-4.739505,-3.4181893
B1BDGY,-4.950577,4.6655416,-4.238969,-1.4620245
BGQL72,0.10865927,-5.923414,-10.478491,0.10176897
628021,-2.813208,-8.79035,-8.965617,0.31436682
240796,-0.061893463,-1.907593,2.4452567,-4.465711
B01Z8S,11.862755,2.7000785,-3.940785,-6.107134
B03FYZ,0.14184713,-7.069266,-14.1555195,-0.56078434
636586,2.9882789,-7.206792,-3.015244,-1.8608034
BP6NH4,13.829792,-6.312293,2.0339012,3.5087824
BYQKH3,0.7951498,-6.4776363,-8.000856,-1.3708651
671825,11.732328,15.069187,-14.022297,1.0630488
238495,2.4528265,-3.3806682,-4.8698545,-3.3790529
710725,2.744937,-5.6983113,-4.210174,-5.324197
677170,0.98742247,-0.06799698,-5.504221,1.0753512
B17N9P,3.4565926,-2.5900066,-5.917692,0.27713776
BD20C1,5.7572246,3.533423,-10.5479355,1.0127187
BYY3DX,2.4750113,3.914225,16.775894,-3.4847438
709732,1.5249968,-0.91590285,-4.8378763,-4.0880146
BBGB5W,1.4060497,1.3966441,-6.605935,-0.4341662
239254,3.4533024,0.12792349,1.9679427,0.30659437
B0ZV10,5.332589,-1.4254808,-5.894363,6.4831614
263934,2.9494524,0.006902218,-4.4793367,6.678772
239247,2.4104118,-5.8618965,-1.1149645,11.895597
239345,12.787294,0.590682,-2.0775318,-5.6078553
BMSK71,18.78029,-9.81502,6.9630027,4.720342
242104,-0.5600214,-4.978037,2.338767,-9.530485
282239,8.632565,2.1083355,-1.5791237,-7.260537
264367,15.42151,-7.785922,3.413725,-3.810662
238010,7.7703714,1.6615987,-10.073691,-7.5706663
653709,-3.0706882,-3.7994325,-4.0148973,0.3326416
B01RJV,-2.362436,-1.4110446,7.7168107,-2.23248
92528,#N/A,#N/A,#N/A,#N/A
B77H11,10.265946,-4.684067,-0.16255975,-1.9297183
691316,3.8533688,-1.5331268,-3.015411,-0.40462613
B43399,2.2345304,5.6135297,-5.3616047,4.143226
B19H8Y,2.6211739,-3.9310157,-5.1288786,0.6723285
